Mississippi,Arkansas,Virginia,Tennessee,Alabama,Kentucky,Texas,Georgia,South Carolina,Florida,Louisiana,Missouri,Ohio,Maryland,West Virginia,Indiana,Kansas,Pennsylvania
15,8,5,15,12,12,9,19,5,7,15,4,2,1,2,1,1,1
