zip_code,CBSA Title,MSA_central_outlying,pct_black_alone,pop_black_alone,pct_below_poverty,pct_below_poverty_white_alone,pct_below_poverty_black_alone,pct_below_poverty_asian_alone,pct_below_poverty_hispanic,quartiles_pct_below_poverty,pct_change_16_to_21_pct_below_poverty_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_21_pct_homeownership_black_alone,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic,total_population,median_age_all,median_age_white,median_age_black,avg_hhd_sz_all,avg_hhd_sz_ownocc,avg_hhd_sz_renter,median_hhd_inc_all,median_hhd_inc_white,median_hhd_inc_black,median_hhd_inc_hisp,median_gross_rent,med_gr_rent_pct_hhd_inc,vcnthouse_value_q1,vcnthouse_value_median,vcnthouse_value_q3,race_pct_white,race_pct_black,race_pct_amerind_aknat,race_pct_asian,race_pct_pacisld,race_pct_other,race_pct_twoplus,ethnicity_pct_hisp,geomob_same_house_1yr_all,geomob_same_house_1yr_white,geomob_same_house_1yr_black,geomob_moved_in_county_1yr_all,geomob_moved_in_county_1yr_white,geomob_moved_in_county_1yr_black,geomob_moved_diff_state_1yr_all,geomob_moved_diff_state_1yr_white,geomob_moved_diff_state_1yr_black,occupied_housing_pct_pop,occupied_owner_pct_pop,occupied_renter_pct_pop,hhd_pct_no_vehicle,hhd_4plus_no_vehicle,houseburden_over30pct_inc_renters,houseburden_over30pct_inc_own_mrtg,houseburden_over30pct_inc_own_nomrtg,houseburden_over30pct_inc_all,edu_pop_no_hs_diploma,edu_pop_bach_degree_plus,edu_pop_grad_degree_plus,hhd_comp_pct_married,hhd_comp_pct_married_chldrn,hhd_comp_pct_sgl_prnt,pop_pct_65over,pop_below_poverty_all,pop_below_poverty_white,pop_below_poverty_black,pop_over65_live_alone,pop_pct_disability,hhd_pct_food_assist,hhd_chld_pct_food_assist,hhd_sglprt_pct_food_assist,pop_pct_medicaid,pop_pct_no_hltinsur,supermarkets,ConvenienceStore,AlcoholStore,PhysicianOffice,MentalHlthSpecialist,MentalHlthPractice,ChildcareFacility,fast_food,BINGE,BPHIGH,BPMED,CHECKUP,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,GHLTH,LPA,MHLTH,OBESITY,PHLTH,SLEEP,NatWalkInd_zip,calc_mhv_to_mhi_all,calc_mhv_to_mhi_white,calc_mhv_to_mhi_black,calc_mhv_to_mhi_hisp,calc_houseburden_renter_salary_need,calc_houseburden_renter_salary_gap_white,calc_houseburden_renter_salary_gap_black,median_hhd_inc_white_PctChg,median_hhd_inc_black_PctChg,median_gross_rent_PctChg,vcnthouse_value_median_PctChg,houseburden_over30pct_inc_renters_Chg,houseburden_over30pct_inc_all_Chg,pop_below_poverty_all_Chg,pop_below_poverty_white_Chg,pop_below_poverty_black_Chg,calc_mhv_to_mhi_all_Chg,calc_mhv_to_mhi_white_Chg,calc_mhv_to_mhi_black_Chg,calc_houseburden_renter_salary_need_PctChg,lila_res
37165,,Outlying,0,0,61.7,62.7,,,,Top 25% of geographies,,69.2,67.9,,,,26-50% of geographies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,83.1,,,,26-50% of geographies,8.1,,,,Bottom 25% of geographies,,,,31,61.5,61.4,,1.63,2,,21406,21094,,,,,65000,,266700,0.935483871,0,0,0,0,0,0.064516129,0,1,1,,0,0,,0,0,,1,0.774193548,0.225806452,0.368421053,0,0,0.2,0.142857143,0.105263158,0.16,0.08,0,0.210526316,0,0.052631579,0.290322581,0.258064516,0.275862069,,0.444444444,0.580645161,0.421052632,0,0,0.548387097,0.032258065,,,,,,,,,0.126,0.412,0.81,0.757,0.385,0.372,0.226,0.585,0.269,0.134,0.176,0.273,0.17,0.355,0.128,0.336,0,,,,,,,,,,,,-0.222222222,-0.04288499,-0.080918535,-0.063120982,,,,,,0
37166,,Outlying,1.7,235,18,17,27.6,0,19.9,Top 25% of geographies,-11.3,65.4,68,43.6,,33.9,Bottom 25% of geographies,2.3,896,54,212,630,192,36,156,,,,,,,,,,2,,2,,31669830,2576405,9218034,19875392,3756911,426049,3330862,,,,,,,,,,75580,,75580,,78.2,78.3,67.6,100,70.2,Bottom 25% of geographies,18.4,30.9,0,8.7,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies,14310,43,43.7,58.2,2.57,2.63,2.47,44195,47119,,29343,632,26.2,96300,151500,197700,0.905101328,0.018867925,0.003703704,0.005031447,0,0.041788959,0.025506639,0.105660377,0.873847237,0.883786098,0.866666667,0.078141499,0.071689889,0.092592593,0.008870116,0.009029345,0.014814815,0.979944095,0.652784711,0.347215289,0.063954554,0.01322314,0.325392803,0.254146602,0.096594427,0.233278358,0.232045277,0.169398907,0.055913349,0.546270845,0.201942459,0.053509254,0.172955975,0.197623649,0.171237195,0.299578059,0.25297619,0.213454442,0.156129742,0.095656954,0.060656038,0.300028385,0.103604882,4,,,12,,,3,7,0.135,0.41,0.772,0.745,0.343,0.304,0.266,0.504,0.277,0.138,0.212,0.299,0.181,0.403,0.142,0.348,4.97926927,3.427989592,3.215263482,,5.163071261,25280,21839,,0.317129759,,0.157509158,0.247940692,0.032481262,0.023182588,-0.03716481,-0.042650367,-0.188794034,0.040807314,-0.178262543,,0.157509158,0.480734455
37167,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,15.3,9255,11.1,9.7,11.4,3.2,36.1,51-75% of geographies,-5.4,60.1,65.2,39.4,77.2,33.4,Bottom 25% of geographies,-7.9,3420,438,712,2270,256,90,158,8,298,138,150,10,46,24,22,,44,10,32,2,164491765,13624662,39240580,111626524,15601112,3086131,12426858,88124,5177475,2221977,2875440,80060,685822,317560,368262,,836802,87900,713632,35270,92.5,93.2,89.9,86.4,86.1,51-75% of geographies,25,34.4,11.3,14.9,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies,51-75% of geographies,61176,35.2,37.2,31.9,2.82,2.93,2.63,69482,72988,50284,41828,1100,25,167800,218800,292200,0.768291487,0.134121224,0.003400026,0.043301295,0,0.007274094,0.043611874,0.100693082,0.852288212,0.84534282,0.869532896,0.066785204,0.065416128,0.08053525,0.029545681,0.03686934,0.004708215,0.994573035,0.654246927,0.345753073,0.029565782,0.010373815,0.355286178,0.237415549,0.03422425,0.25223597,0.090647085,0.26377124,0.063731141,0.507669493,0.223457992,0.085036378,0.110419119,0.091668593,0.082112194,0.120004903,0.232032545,0.11655411,0.088372955,0.053709625,0.018814588,0.172146269,0.089260418,7,3,5,50,,,12,59,0.154,0.332,0.711,0.735,0.382,0.401,0.203,0.571,0.26,0.099,0.143,0.226,0.168,0.394,0.1,0.341,6.973282967,3.149017012,2.997753055,4.351284703,5.230945778,44000,28988,6284,0.23796601,-0.101204733,0.273148148,0.417098446,-0.053112061,0.005354848,-0.035098981,-0.039760394,-0.014978987,0.508482064,0.378939663,1.591480606,0.273148148,0.11430294
37171,"Clarksville, TN-KY",Central,0,0,47.1,47.1,,,,Top 25% of geographies,,84.9,84.9,,,,51-75% of geographies,,38,6,16,16,12,4,8,,,,,,,,,,,,,,669326,342192,210854,116280,262962,152992,109970,,,,,,,,,,,,,,73.6,73.6,,,,Bottom 25% of geographies,9.1,,,,Bottom 25% of geographies,,,,874,49.1,49.1,,3.2,3.2,,125462,125462,,,,,,,,1,0,0,0,0,0,0,0,0.932494279,0.932494279,,0.067505721,0.067505721,,0,0,,1,1,0,0,0,,0,0,0,0.330357143,0.105654762,0,0.846153846,0.124542125,0,0.112128146,0.321510297,0.321510297,,0,0.209382151,0.120879121,0.120879121,0,0.247139588,0.043478261,,,,,,,,,0.135,0.393,0.781,0.754,0.311,0.365,0.233,0.639,0.277,0.13,0.167,0.26,0.166,0.379,0.118,0.364,2.537649361,,,,,,,,1.770620321,,,,,-0.251968504,0.184708756,0.168493056,,,,,,0
37172,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,12.9,4023,17.3,13.7,19,7.8,41.4,51-75% of geographies,-11.8,67.6,73.3,41.6,84.5,34.3,26-50% of geographies,-11,1388,196,414,778,182,54,128,,58,34,24,,14,,14,,10,4,6,,78228062,8234438,21160238,48833384,10160540,1891887,8268653,,888224,517010,371214,,238372,,238372,,453794,38296,415498,,84.7,86.2,82.6,96.6,83.2,26-50% of geographies,21,9.6,13.6,7.8,26-50% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies,30261,40.1,42.9,34.4,2.59,2.42,2.98,57334,60718,46607,50293,911,27.3,137200,189300,279200,0.760549883,0.132811209,0.00515515,0.006014342,0.001288788,0.063117544,0.031063084,0.133472126,0.871920362,0.872983959,0.83404149,0.062857904,0.049128021,0.143214196,0.018178186,0.022553433,0.007498125,0.968441228,0.637070907,0.362929093,0.052948468,0.014051522,0.394058296,0.23255814,0.030040053,0.229856561,0.153233162,0.170755125,0.054054054,0.566052771,0.20143439,0.055516203,0.158487823,0.154498688,0.113099755,0.235153129,0.214020528,0.142900898,0.134673278,0.082167523,0.050115105,0.213857882,0.121052273,5,3,3,25,,,5,25,0.142,0.391,0.754,0.746,0.382,0.312,0.236,0.526,0.259,0.126,0.186,0.28,0.175,0.362,0.122,0.359,7.221211285,3.301705794,3.117691624,4.061621645,3.763943292,36440,24278,10167,0.200434955,0.418005355,0.167948718,0.316411683,0.003616163,-0.043645202,-0.01130651,-0.016409658,-0.053119254,0.256321521,0.274670667,-0.313454417,0.167948718,0
37174,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,5.1,2353,2.8,3.1,1.5,0,3.5,Bottom 25% of geographies,-9.9,75.2,75.8,67.4,28.9,84.9,26-50% of geographies,26.8,2286,284,482,1520,316,108,202,6,42,22,18,2,52,20,32,,40,16,18,6,77404660,4963794,22639544,49801322,11113784,2701270,8125524,286990,453023,242642,168714,41666,1425656,156058,1269598,,1227140,102728,686126,438286,97,97.7,94.7,100,82.4,Top 25% of geographies,46.2,39.8,54.8,30.7,Top 25% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies,38793,35.1,36.5,24.3,2.87,2.86,2.87,81823,83030,46354,73288,1398,26.9,233300,293300,381500,0.852860052,0.074807311,0.01807027,0.016704045,0,0.015672931,0.021885392,0.0667904,0.837598322,0.834725355,0.847535346,0.044572627,0.045205145,0.081390906,0.059386471,0.061848442,0.071073749,0.998504885,0.754769588,0.245230412,0.015022571,0,0.402298851,0.273847326,0.083547558,0.272404351,0.065222595,0.433181746,0.107228339,0.645822541,0.303855547,0.047879819,0.128064342,0.03101197,0.029587413,0.075190575,0.23047504,0.083058107,0.024568934,0.015910605,0.008288315,0.064660956,0.080452059,3,,4,13,,,9,40,0.181,0.286,0.695,0.715,0.438,0.409,0.171,0.656,0.256,0.077,0.1,0.181,0.157,0.339,0.078,0.326,7.080633528,3.584566687,3.532458148,6.327393537,4.00201943,55920,27110,-9566,0.118610729,-0.473022442,0.240461402,0.388731061,-0.016305801,0.016131784,-0.007816347,-0.004145617,0.018771462,0.725335105,0.68709399,3.926356725,0.240461402,0
37175,,Outlying,0,0,14.9,13.3,,,,51-75% of geographies,,88,91.7,,,,Top 25% of geographies,,36,,8,28,8,,8,,,,,,,,,,,,,,391866,,146172,245694,146172,,146172,,,,,,,,,,,,,,65.1,66.4,,,,Bottom 25% of geographies,7.2,,,,Bottom 25% of geographies,,,,738,56.4,56.2,,2.06,1.94,2.73,32159,33125,,,,,71600,118800,218100,0.963414634,0,0.016260163,0,0,0,0.020325203,0,0.922969188,0.919941776,,0.016806723,0.017467249,,0.06022409,0.062590975,,1,0.811653117,0.188346883,0,0,0.235294118,0.563380282,0.108433735,0.306406685,0.158844765,0.063176895,0.025270758,0.323119777,0,0.066852368,0.325203252,0.224519941,0.215384615,,0.404166667,0.2100271,0.181058496,0.086350975,0.066852368,0.311653117,0.082655827,,,,,,,,,0.117,0.478,0.824,0.777,0.35,0.309,0.26,0.513,0.268,0.172,0.235,0.318,0.165,0.393,0.158,0.35,4.623421319,3.694144718,3.586415094,,,,,,,,,0.228541882,-0.320261438,-0.108101087,-0.126632133,-0.135767458,,,,,,0
37178,,Outlying,0.3,6,14.9,14.5,100,,0,51-75% of geographies,33.3,89.1,89.7,,,,Top 25% of geographies,,138,24,66,48,74,24,50,,,,,,2,,2,,,,,,1688426,601310,682555,404562,1030620,601310,429310,,,,,,41666,,41666,,,,,,80.6,80.6,,,100,Bottom 25% of geographies,16.6,0,,0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies,1842,47.3,47.4,30.8,2.39,2.49,1.89,42188,42656,,,750,22.2,66400,92500,156000,0.97937025,0.003800217,0.001628664,0.007057546,0,0,0.008143322,0.000542888,0.926108374,0.926774734,0.428571429,0.026819923,0.02627166,0.285714286,0.004378763,0.004471772,0,0.990228013,0.86622807,0.13377193,0.011795544,0,0.19379845,0.246376812,0.061452514,0.150720839,0.219616205,0.146410803,0.057569296,0.49017038,0.108781127,0.035386632,0.203040174,0.134093377,0.133037694,0.714285714,0.312834225,0.191639522,0.103538663,0.043250328,0.043250328,0.220412595,0.064060803,,,,,,,,,0.137,0.423,0.772,0.749,0.341,0.303,0.289,0.49,0.292,0.145,0.226,0.315,0.188,0.397,0.152,0.364,4.177972279,2.192566607,2.168510878,,,30000,12656,,0.017484436,,0.209677419,-0.013859275,-0.186318509,-0.11534455,-0.029575688,-0.028814667,-0.285714286,-0.063814043,-0.06892442,,0.209677419,0
37179,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,0.9,139,3.3,3.1,55.4,0,0,Bottom 25% of geographies,48.6,85.3,85.2,0,85.3,99.3,51-75% of geographies,-100,822,82,202,538,124,30,92,2,10,4,6,,8,,8,,6,4,2,,23449769,1927914,5408422,16113434,2087884,537102,1547914,2870,66134,10304,55830,,98420,,98420,,44890,25590,19300,,95.1,95.2,44.6,100,100,Top 25% of geographies,54.7,0,100,80.7,Top 25% of geographies,Bottom 25% of geographies,Top 25% of geographies,Top 25% of geographies,15860,37.2,37.4,33,3.09,3.21,2.57,104498,105052,,106049,1788,33.6,253100,352100,476600,0.953467844,0.007313997,0,0.002522068,0,0.001071879,0.035624212,0.032849937,0.861063574,0.857570317,0.810344828,0.056347848,0.058381541,0,0.047727705,0.048008511,0.189655172,1,0.848928121,0.151071879,0.015201715,0.005827506,0.57832618,0.186523737,0.101713062,0.242252972,0.046828262,0.509025271,0.128210418,0.774312999,0.367764568,0.051646852,0.096721311,0.043190416,0.040735352,0.594827586,0.098435463,0.073730684,0.005067238,0.005067238,0.005067238,0.03500473,0.040618102,,,,,,,,,0.182,0.292,0.707,0.716,0.406,0.408,0.158,0.651,0.245,0.077,0.097,0.172,0.15,0.309,0.078,0.323,6.671199124,3.369442477,3.351673457,,3.320163321,71520,33532,,0.160064931,,0.166340509,0.502133106,0.022770625,0.036125587,0.012633143,0.009722636,0.565415822,0.811579559,0.763248487,,0.166340509,0
37180,"Shelbyville, TN",Central,1.4,61,3,3,0,,,Bottom 25% of geographies,0,81.5,81.4,93.1,,,51-75% of geographies,-6.9,84,10,26,48,28,6,22,,,,,,,,,,,,,,1696064,122318,398876,1174870,456076,109190,346886,,,,,,,,,,,,,,68.4,67.6,100,,,Bottom 25% of geographies,15.1,0,,,26-50% of geographies,Bottom 25% of geographies,,,4454,34.6,34.6,,3,3.21,2.24,63837,63837,,,586,13.5,124200,172600,257000,0.987876066,0.00493938,0,0,0,0,0.007184553,0.00830714,0.899269073,0.898011101,1,0.061900411,0.062673451,0,0.018958429,0.01919519,0,1,0.84351145,0.15648855,0.026972353,0,0.234726688,0.178153446,0.243176179,0.207687121,0.173658537,0.135284553,0.015284553,0.675657451,0.227242077,0.082939987,0.128872923,0.039702233,0.040191825,0,0.069686411,0.23596767,0.088334457,0.01146325,0,0.196677144,0.078132016,,,,,,,,,0.152,0.341,0.743,0.743,0.367,0.366,0.235,0.571,0.275,0.105,0.15,0.245,0.173,0.352,0.108,0.357,3.279750915,2.703761142,2.703761142,,,23440,40397,,0.51204434,,-0.044045677,0.425268373,-0.088802724,-0.059860361,-0.03888205,-0.036497365,-0.103030303,0.03194647,-0.164615656,,-0.044045677,0
37181,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.1,1,8,7.9,0,,31.7,26-50% of geographies,0,82.9,82.7,100,,8.3,51-75% of geographies,,78,,16,62,12,,10,2,,,,,,,,,,,,,1799327,,235464,1563864,141924,,102098,39826,,,,,,,,,,,,,85.5,84.9,100,,68.3,26-50% of geographies,14.1,0,,26.9,Bottom 25% of geographies,Bottom 25% of geographies,,51-75% of geographies,1652,55.3,55,,2.34,2.34,2.36,62059,62206,,,765,40,108200,146300,322300,0.975786925,0.001210654,0,0,0.012106538,0.005447942,0.005447942,0.023002421,0.973844282,0.97319202,1,0.015206813,0.015586035,0,0.010948905,0.011221945,0,1,0.835956416,0.164043584,0.025495751,0,0.382608696,0.108108108,0.056910569,0.126062323,0.189747513,0.200459067,0.08110176,0.47733711,0.141643059,0.031161473,0.259079903,0.082624544,0.084682441,0,0.245327103,0.270581114,0.056657224,0.014164306,0.012747875,0.205811138,0.139225182,,,,,,,,,0.147,0.376,0.762,0.729,0.371,0.344,0.246,0.569,0.266,0.116,0.166,0.263,0.172,0.363,0.119,0.349,4.059205285,2.357434055,2.351863164,,,30600,31606,,0.43354919,,,0.211092715,0.134989648,-0.145782337,-0.114374803,-0.121883907,0,-0.491891353,-0.431995983,,,0
37183,"Shelbyville, TN",Central,3.3,105,9.3,9.9,0,0,0,26-50% of geographies,-10.6,90.4,90.2,93.4,,90.4,Top 25% of geographies,15.5,192,16,76,100,56,10,46,,,,,,2,,2,,,,,,4947363,177478,2550421,2219464,921134,72846,848288,,,,,,6990,,6990,,,,,,88.1,87.2,100,100,100,26-50% of geographies,26.6,0,0,7.1,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies,3270,50,49.3,69.2,2.36,2.39,2.22,56154,56202,,,669,27.2,114600,190800,343900,0.945259939,0.011314985,0.00030581,0.029663609,0,0,0.013455657,0.003975535,0.967324291,0.965415987,1,0.01325524,0.014029364,0,0.004623921,0.004893964,0,1,0.84617737,0.15382263,0.027417027,0,0.374449339,0.385964912,0.021052632,0.259018759,0.123491553,0.257441673,0.082461786,0.566378066,0.126984127,0.037518038,0.202752294,0.143514259,0.143413368,0.162162162,0.196078431,0.179816514,0.0995671,0.070707071,0.054112554,0.230275229,0.120183486,,,,,,,,,0.137,0.391,0.779,0.761,0.353,0.344,0.243,0.543,0.271,0.131,0.181,0.272,0.17,0.368,0.127,0.355,4.08190195,3.39779891,3.394896979,,,26760,29442,,0.114234734,,0.040435459,0.51910828,-0.015924992,0.073433173,-0.083429398,-0.088899198,-0.412095264,0.891113084,0.904809746,,0.040435459,0.034112445
37184,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,4.3,301,22,22.2,48.5,0,0,Top 25% of geographies,7.9,77.7,77.7,77.7,99.2,62.1,51-75% of geographies,-2.5,354,30,34,290,44,12,28,4,6,4,2,,2,,2,,,,,,8915796,384276,533864,7997656,602114,65018,439332,97764,172778,149864,22914,,29954,,29954,,,,,,83.9,83.1,81.1,100,100,26-50% of geographies,18.5,34.6,25.6,3.3,26-50% of geographies,Top 25% of geographies,26-50% of geographies,26-50% of geographies,6884,42,43.3,21.5,2.66,2.7,2.51,56225,56316,,53056,839,27,133600,196500,291100,0.923155142,0.041981406,0.004793725,0,0,0.014090645,0.015979082,0.031667635,0.886462882,0.893234506,0.747404844,0.060262009,0.054092414,0.211072664,0.003202329,0.003469484,0,1,0.766269611,0.233730389,0.003858025,0,0.3609375,0.296296296,0.225917431,0.288580247,0.217078842,0.183259353,0.038469668,0.539351852,0.149305556,0.15625,0.161098199,0.195228397,0.1892829,0.453287197,0.192064923,0.197850087,0.152777778,0.060185185,0.045910494,0.1737362,0.173445671,,,,,,,,,0.152,0.373,0.751,0.738,0.379,0.328,0.225,0.61,0.266,0.112,0.153,0.242,0.167,0.341,0.11,0.341,3.772356728,3.494886616,3.489239293,,3.703633896,33560,22756,,0.273512585,,0.154057772,0.503442999,-0.105569677,-0.086193713,-0.025671306,-0.038823388,-0.046712803,0.564130495,0.533629967,,0.154057772,0
37185,,Outlying,2.2,196,13.8,12.4,49.7,39,2,51-75% of geographies,15.3,76.1,76.3,64.7,97.9,0,26-50% of geographies,0.7,492,28,118,346,78,20,54,4,2,,2,,6,,6,,4,,4,,33649456,479078,8831562,24338814,2879495,448824,2355462,75208,195100,,195100,,127694,,127694,,69400,,69400,,86,85.6,92.1,100,82.8,26-50% of geographies,17.6,4.1,81.4,0,26-50% of geographies,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies,8381,46,49.7,36.6,2.38,2.31,2.61,43528,44496,,,729,28.4,66000,112300,184000,0.892256294,0.033647536,0.008710178,0.015391958,0,0.020045341,0.029948693,0.031499821,0.879816403,0.904601722,0.84751773,0.079478198,0.063240043,0.14893617,0.010629303,0.007938644,0,0.972318339,0.74094981,0.25905019,0.023357664,0,0.37037037,0.252882398,0.092846271,0.219270073,0.165343075,0.160419314,0.062102922,0.488467153,0.107153285,0.016934307,0.241140675,0.178374402,0.166552808,0.45412844,0.296714579,0.269004414,0.112116788,0.047591241,0.021313869,0.249754782,0.117704757,,,,8,,,,8,0.133,0.42,0.803,0.766,0.355,0.312,0.252,0.539,0.269,0.139,0.196,0.29,0.17,0.354,0.134,0.348,5.441706961,2.579948539,2.523822366,,,29160,15336,,0.077541531,,0.193126023,-0.011443662,-0.08224632,-0.063111022,0.017152811,0.010270887,0.195939616,-0.184647115,-0.227182623,,0.193126023,0.156750103
37186,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,0.5,51,19.3,19.8,0,0,0,Top 25% of geographies,,68.8,69.9,100,,13.8,26-50% of geographies,,522,58,264,200,248,40,206,2,,,,,2,,2,,,,,,9577338,1324170,4315490,3937678,2953424,336769,2596185,20470,,,,,41666,,41666,,,,,,82.7,83,71.1,100,7.6,26-50% of geographies,7.4,25.5,100,9,Bottom 25% of geographies,51-75% of geographies,Top 25% of geographies,26-50% of geographies,10597,36.9,36.3,73.1,2.9,2.92,2.86,48880,48394,,,831,31.7,90700,145300,229200,0.957346419,0.006228178,0.004152119,0.001981693,0,0.000943663,0.029347929,0.023214117,0.844255154,0.841785606,0.424242424,0.060400736,0.062253265,0.090909091,0.030587552,0.028241725,0.484848485,0.989525337,0.69149342,0.30850658,0.057538036,0.006896552,0.432360743,0.231474947,0.091846298,0.253112033,0.182921415,0.087464851,0.028266982,0.592254495,0.241493776,0.098478562,0.134755119,0.186694665,0.188782626,0,0.177299703,0.202174328,0.196957123,0.10428769,0.045366528,0.270265115,0.113961472,3,,,,,,,4,0.147,0.384,0.749,0.731,0.326,0.329,0.281,0.522,0.283,0.127,0.192,0.299,0.185,0.395,0.134,0.349,3.192956498,2.972585925,3.002438319,,,33240,15154,,0.178387065,,0.175388967,0.34537037,0.088341014,-0.019929804,0.001672129,0.002643549,,0.324813241,0.372653572,,0.175388967,0
37187,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,0.8,60,6.9,7,0,,20.5,26-50% of geographies,0,74.2,73.9,96.5,,69.1,26-50% of geographies,96.5,274,30,68,176,50,22,28,,2,,2,,,,,,,,,,13980348,5752686,2300246,5927416,1905164,560374,1344791,,2000,,2000,,,,,,,,,,91.4,91.1,100,,100,51-75% of geographies,17.3,0,,8.4,26-50% of geographies,Bottom 25% of geographies,,26-50% of geographies,7745,38.2,38.4,,2.75,2.92,2.21,56191,56220,,,866,25.9,121100,167200,249200,0.983085862,0.001678502,0,0,0,0.007876049,0.007359587,0.008779858,0.853988049,0.851460288,1,0.09028319,0.091846174,0,0.010911925,0.011100833,0,1,0.80464816,0.19535184,0.027295285,0,0.152046784,0.146412884,0.040207523,0.118752216,0.228262794,0.123605454,0.056136001,0.490960652,0.16944346,0.035093938,0.118269852,0.091404278,0.08815576,0,0.195414847,0.204131698,0.123714995,0.054236086,0.042183623,0.173660426,0.12149774,,,,,,,3,4,0.147,0.367,0.734,0.719,0.357,0.327,0.262,0.543,0.278,0.114,0.179,0.275,0.182,0.365,0.124,0.352,5.267692968,2.975565482,2.974030594,,,34640,21580,,0.255218915,,0.171853857,0.350565428,-0.188251724,-0.118561217,-0.045485653,-0.048262509,0,0.151080528,0.209959059,,0.171853857,0
37188,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2.5,411,7,7.5,0,0,0,26-50% of geographies,-6.6,79.1,79.1,100,59.3,73,51-75% of geographies,55,736,92,220,424,116,28,86,2,14,6,8,,16,,16,,14,,14,,47821871,2039520,22511350,23271002,13801602,379825,13313702,108076,211802,86150,125652,,1857316,,1857316,,728200,,728200,,95.5,95.2,100,100,100,Top 25% of geographies,24,10.4,60.2,20,51-75% of geographies,26-50% of geographies,51-75% of geographies,51-75% of geographies,16034,36.5,37.5,36.2,2.76,2.88,2.24,79948,80411,66616,90031,1052,23.4,172500,223400,282400,0.89946364,0.029499813,0.001933392,0.014968193,0,0.004615193,0.04951977,0.043283024,0.881076662,0.889075513,0.591966173,0.04678951,0.042340262,0.293868922,0.023709201,0.024774302,0,1,0.854995634,0.145004366,0.016703978,0,0.276923077,0.207358739,0.087318087,0.199931118,0.086360197,0.254351116,0.062334468,0.670914414,0.265541588,0.085586361,0.12049395,0.067649447,0.072445648,0,0.203416149,0.119111499,0.040296194,0.028758395,0.019975891,0.089474013,0.049790978,,,,8,,,6,23,0.164,0.322,0.719,0.721,0.404,0.38,0.212,0.624,0.264,0.091,0.125,0.219,0.166,0.344,0.095,0.329,6.231260573,2.794316306,2.77822686,3.353548697,2.481367529,42080,38331,24536,0.246199148,0.380327801,0.058350101,0.358054711,-0.214158968,-0.08625501,0.006685898,0.023982111,-0.092485549,0.073329141,0.228827402,-0.055000649,0.058350101,0
